Date,Close
2018-05-22,272.609985
2018-05-23,273.359985
2018-05-24,272.799988
2018-05-25,272.149994
2018-05-29,269.019989
2018-05-30,272.609985
2018-05-31,270.940002
2018-06-01,273.600006
2018-06-04,274.899994
2018-06-05,275.100006
2018-06-06,277.399994
2018-06-07,277.369995
2018-06-08,278.190002
2018-06-11,278.559998
2018-06-12,278.920013
2018-06-13,278.029999
2018-06-14,278.730011
2018-06-15,277.130005
2018-06-18,276.559998
2018-06-19,275.500000
2018-06-20,275.970001
2018-06-21,274.239990
2018-06-22,274.739990
2018-06-25,271.000000
2018-06-26,271.600006
2018-06-27,269.350006
2018-06-28,270.890015
2018-06-29,271.279999
2018-07-02,271.859985
2018-07-03,270.899994
2018-07-05,273.109985
2018-07-06,275.420013
2018-07-09,277.899994
2018-07-10,278.899994
2018-07-11,276.859985
2018-07-12,279.369995
2018-07-13,279.589996
2018-07-16,279.339996
2018-07-17,280.470001
2018-07-18,281.059998
2018-07-19,280.000000
2018-07-20,279.679993
2018-07-23,280.200012
2018-07-24,281.609985
2018-07-25,284.010010
2018-07-26,283.339996
2018-07-27,281.420013
2018-07-30,279.950012
2018-07-31,281.329987
2018-08-01,280.859985
2018-08-02,282.390015
2018-08-03,283.600006
2018-08-06,284.640015
2018-08-07,285.579987
2018-08-08,285.459991
2018-08-09,285.070007
2018-08-10,283.160004
2018-08-13,282.100006
2018-08-14,283.899994
2018-08-15,281.779999
2018-08-16,284.059998
2018-08-17,285.059998
2018-08-20,285.670013
2018-08-21,286.339996
2018-08-22,286.170013
2018-08-23,285.790009
2018-08-24,287.510010
2018-08-27,289.779999
2018-08-28,289.920013
2018-08-29,291.480011
2018-08-30,290.299988
2018-08-31,290.309998
2018-09-04,289.809998
2018-09-05,289.029999
2018-09-06,288.160004
2018-09-07,287.600006
2018-09-10,288.100006
2018-09-11,289.049988
2018-09-12,289.119995
2018-09-13,290.829987
2018-09-14,290.880005
2018-09-17,289.339996
2018-09-18,290.910004
2018-09-19,291.220001
2018-09-20,293.579987
2018-09-21,291.989990
2018-09-24,291.019989
2018-09-25,290.750000
2018-09-26,289.880005
2018-09-27,290.690002
2018-09-28,290.720001
2018-10-01,291.730011
2018-10-02,291.559998
2018-10-03,291.720001
2018-10-04,289.440002
2018-10-05,287.820007
2018-10-08,287.820007
2018-10-09,287.399994
2018-10-10,278.299988
2018-10-11,272.170013
2018-10-12,275.950012
2018-10-15,274.399994
2018-10-16,280.399994
2018-10-17,280.450012
2018-10-18,276.399994
2018-10-19,276.250000
2018-10-22,275.010010
2018-10-23,273.609985
2018-10-24,265.320007
2018-10-25,270.079987
2018-10-26,265.329987
2018-10-29,263.859985
2018-10-30,267.769989
2018-10-31,270.630005
2018-11-01,273.510010
2018-11-02,271.890015
2018-11-05,273.390015
2018-11-06,275.119995
2018-11-07,281.010010
2018-11-08,280.500000
2018-11-09,277.760010
2018-11-12,272.570007
2018-11-13,272.059998
2018-11-14,270.200012
2018-11-15,273.019989
2018-11-16,273.730011
2018-11-19,269.100006
2018-11-20,264.119995
2018-11-21,265.019989
2018-11-23,263.250000
2018-11-26,267.500000
2018-11-27,268.399994
2018-11-28,274.579987
2018-11-29,273.980011
2018-11-30,275.649994
2018-12-03,279.299988
2018-12-04,270.250000
2018-12-06,269.839996
2018-12-07,263.570007
2018-12-10,264.070007
2018-12-11,264.130005
2018-12-12,265.459991
2018-12-13,265.369995
2018-12-14,260.470001
2018-12-17,255.360001
2018-12-18,255.080002
2018-12-19,251.259995
2018-12-20,247.169998
2018-12-21,240.699997
2018-12-24,234.339996
2018-12-26,246.179993
2018-12-27,248.070007
2018-12-28,247.750000
2018-12-31,249.919998
2019-01-02,250.179993
2019-01-03,244.210007
2019-01-04,252.389999
2019-01-07,254.380005
2019-01-08,256.769989
2019-01-09,257.970001
2019-01-10,258.880005
2019-01-11,258.980011
2019-01-14,257.399994
2019-01-15,260.350006
2019-01-16,260.980011
2019-01-17,262.959991
2019-01-18,266.459991
2019-01-22,262.859985
2019-01-23,263.410004
2019-01-24,263.549988
2019-01-25,265.779999
2019-01-28,263.760010
2019-01-29,263.410004
2019-01-30,267.579987
2019-01-31,269.929993
2019-02-01,270.059998
2019-02-04,271.959991
2019-02-05,273.100006
2019-02-06,272.739990
2019-02-07,270.140015
2019-02-08,270.470001
2019-02-11,270.619995
2019-02-12,274.100006
2019-02-13,274.989990
2019-02-14,274.380005
2019-02-15,277.369995
2019-02-19,277.850006
2019-02-20,278.410004
2019-02-21,277.420013
2019-02-22,279.140015
2019-02-25,279.519989
2019-02-26,279.320007
2019-02-27,279.200012
2019-02-28,278.679993
2019-03-01,280.420013
2019-03-04,279.399994
2019-03-05,279.019989
2019-03-06,277.329987
2019-03-07,275.010010
2019-03-08,274.459991
2019-03-11,278.440002
2019-03-12,279.489990
2019-03-13,281.339996
2019-03-14,281.160004
2019-03-15,281.309998
2019-03-18,282.329987
2019-03-19,282.399994
2019-03-20,281.549988
2019-03-21,284.730011
2019-03-22,279.250000
2019-03-25,279.040009
2019-03-26,281.119995
2019-03-27,279.649994
2019-03-28,280.709991
2019-03-29,282.480011
2019-04-01,285.829987
2019-04-02,285.970001
2019-04-03,286.420013
2019-04-04,287.179993
2019-04-05,288.570007
2019-04-08,288.790009
2019-04-09,287.309998
2019-04-10,288.290009
2019-04-11,288.209991
2019-04-12,290.160004
2019-04-15,289.970001
2019-04-16,290.160004
2019-04-17,289.450012
2019-04-18,290.019989
2019-04-22,290.269989
2019-04-23,292.880005
2019-04-24,292.230011
2019-04-25,292.049988
2019-04-26,293.410004
2019-04-29,293.869995
2019-04-30,294.019989
2019-05-01,291.809998
2019-05-02,291.179993
2019-05-03,294.029999
2019-05-06,292.820007
2019-05-07,287.929993
2019-05-08,287.529999
2019-05-09,286.660004
2019-05-10,288.100006
2019-05-13,280.859985
2019-05-14,283.399994
2019-05-15,285.059998
2019-05-16,287.700012
2019-05-17,285.839996
2019-05-20,283.950012
2019-05-21,286.510010
2019-05-22,285.630005
2019-05-23,282.140015
2019-05-24,282.779999
2019-05-28,280.149994
2019-05-29,278.269989
2019-05-30,279.029999
2019-05-31,275.269989
2019-06-03,274.570007
2019-06-04,280.529999
2019-06-05,282.959991
2019-06-06,284.799988
2019-06-07,287.649994
2019-06-10,288.970001
2019-06-11,288.899994
2019-06-12,288.390015
2019-06-13,289.579987
2019-06-14,289.260010
2019-06-17,289.369995
2019-06-18,292.399994
2019-06-19,293.059998
2019-06-20,295.859985
2019-06-21,294.000000
2019-06-24,293.640015
2019-06-25,290.760010
2019-06-26,290.470001
2019-06-27,291.500000
2019-06-28,293.000000
2019-07-01,295.660004
2019-07-02,296.429993
2019-07-03,298.799988
2019-07-05,298.459991
2019-07-08,296.820007
2019-07-09,297.190002
2019-07-10,298.609985
2019-07-11,299.309998
2019-07-12,300.649994
2019-07-15,300.750000
2019-07-16,299.779999
2019-07-17,297.739990
2019-07-18,298.829987
2019-07-19,297.170013
2019-07-22,297.899994
2019-07-23,300.029999
2019-07-24,301.440002
2019-07-25,300.000000
2019-07-26,302.010010
2019-07-29,301.459991
2019-07-30,300.720001
2019-07-31,297.429993
2019-08-01,294.839996
2019-08-02,292.619995
2019-08-05,283.820007
2019-08-06,287.799988
2019-08-07,287.970001
2019-08-08,293.619995
2019-08-09,291.619995
2019-08-12,288.070007
2019-08-13,292.549988
2019-08-14,283.899994
2019-08-15,284.649994
2019-08-16,288.850006
2019-08-19,292.329987
2019-08-20,290.089996
2019-08-21,292.450012
2019-08-22,292.359985
2019-08-23,284.850006
2019-08-26,288.000000
2019-08-27,286.869995
2019-08-28,288.890015
2019-08-29,292.579987
2019-08-30,292.450012
2019-09-03,290.739990
2019-09-04,294.040009
2019-09-05,297.820007
2019-09-06,298.049988
2019-09-09,298.200012
2019-09-10,298.130005
2019-09-11,300.250000
2019-09-12,301.290009
2019-09-13,301.089996
2019-09-16,300.160004
2019-09-17,300.920013
2019-09-18,301.100006
2019-09-19,301.079987
2019-09-20,298.279999
2019-09-23,298.209991
2019-09-24,295.869995
2019-09-25,297.619995
2019-09-26,297.000000
2019-09-27,295.399994
2019-09-30,296.769989
2019-10-01,293.239990
2019-10-02,288.059998
2019-10-03,290.420013
2019-10-04,294.350006
2019-10-07,293.079987
2019-10-08,288.529999
2019-10-09,291.269989
2019-10-10,293.239990
2019-10-11,296.279999
2019-10-14,295.950012
2019-10-15,298.880005
2019-10-16,298.399994
2019-10-17,299.279999
2019-10-18,297.970001
2019-10-21,299.989990
2019-10-22,299.010010
2019-10-23,299.880005
2019-10-24,300.369995
2019-10-25,301.600006
2019-10-28,303.299988
2019-10-29,303.209991
2019-10-30,304.140015
2019-10-31,303.329987
2019-11-01,306.140015
2019-11-04,307.369995
2019-11-05,307.029999
2019-11-06,307.100006
2019-11-07,308.179993
2019-11-08,308.940002
2019-11-11,308.350006
2019-11-12,309.000000
2019-11-13,309.100006
2019-11-14,309.549988
2019-11-15,311.790009
2019-11-18,312.019989
2019-11-19,311.929993
2019-11-20,310.769989
2019-11-21,310.269989
2019-11-22,310.959991
2019-11-25,313.369995
2019-11-26,314.079987
2019-11-27,315.480011
2019-11-29,314.309998
2019-12-02,311.640015
2019-12-03,309.549988
2019-12-04,311.459991
2019-12-05,312.019989
2019-12-06,314.869995
2019-12-09,313.880005
2019-12-10,313.529999
2019-12-11,314.420013
2019-12-12,317.130005
2019-12-13,317.320007
2019-12-16,319.500000
2019-12-17,319.570007
2019-12-18,319.589996
2019-12-19,320.899994
2019-12-20,320.730011
2019-12-23,321.220001
2019-12-24,321.230011
2019-12-26,322.940002
2019-12-27,322.859985
2019-12-30,321.079987
2019-12-31,321.859985
2020-01-02,324.869995
2020-01-03,322.410004
2020-01-06,323.640015
2020-01-07,322.730011
2020-01-08,324.450012
2020-01-09,326.649994
2020-01-10,325.709991
2020-01-13,327.950012
2020-01-14,327.450012
2020-01-15,328.190002
2020-01-16,330.920013
2020-01-17,331.950012
2020-01-21,331.299988
2020-01-22,331.339996
2020-01-23,331.720001
2020-01-24,328.769989
2020-01-27,323.500000
2020-01-28,326.890015
2020-01-29,326.619995
2020-01-30,327.679993
2020-01-31,321.730011
2020-02-03,324.119995
2020-02-04,329.059998
2020-02-05,332.859985
2020-02-06,333.980011
2020-02-07,332.200012
2020-02-10,334.679993
2020-02-11,335.260010
2020-02-12,337.420013
2020-02-13,337.059998
2020-02-14,337.600006
2020-02-18,336.730011
2020-02-19,338.339996
2020-02-20,336.950012
2020-02-21,333.480011
2020-02-24,322.420013
2020-02-25,312.649994
2020-02-26,311.500000
2020-02-27,297.510010
2020-02-28,296.260010
2020-03-02,309.089996
2020-03-03,300.239990
2020-03-04,312.859985
2020-03-05,302.459991
2020-03-06,297.459991
2020-03-09,274.230011
2020-03-10,288.420013
2020-03-11,274.359985
2020-03-12,248.110001
2020-03-13,269.320007
2020-03-16,239.850006
2020-03-17,252.800003
2020-03-18,240.000000
2020-03-19,240.509995
2020-03-20,228.800003
2020-03-23,222.949997
2020-03-24,243.149994
2020-03-25,246.789993
2020-03-26,261.200012
2020-03-27,253.419998
2020-03-30,261.649994
2020-03-31,257.750000
2020-04-01,246.149994
2020-04-02,251.830002
2020-04-03,248.190002
2020-04-06,264.859985
2020-04-07,265.130005
2020-04-08,274.029999
2020-04-09,278.200012
2020-04-13,275.660004
2020-04-14,283.790009
2020-04-15,277.760010
2020-04-16,279.100006
2020-04-17,286.640015
2020-04-20,281.589996
2020-04-21,273.040009
2020-04-22,279.100006
2020-04-23,279.079987
2020-04-24,282.970001
2020-04-27,287.049988
2020-04-28,285.730011
2020-04-29,293.209991
2020-04-30,290.480011
2020-05-01,282.790009
2020-05-04,283.570007
2020-05-05,286.190002
2020-05-06,284.250000
2020-05-07,287.679993
2020-05-08,292.440002
2020-05-11,292.500000
2020-05-12,286.670013
2020-05-13,281.600006
2020-05-14,284.970001
2020-05-15,286.279999
2020-05-18,295.000000
2020-05-19,291.970001
2020-05-20,296.929993
2020-05-21,294.880005
2020-05-22,295.440002
2020-05-26,299.079987
2020-05-27,303.529999
2020-05-28,302.970001
2020-05-29,304.320007
2020-06-01,305.549988
2020-06-02,308.079987
2020-06-03,312.179993
2020-06-04,311.359985
2020-06-05,319.339996
2020-06-08,323.200012
2020-06-09,320.790009
2020-06-10,319.000000
2020-06-11,300.609985
2020-06-12,304.209991
2020-06-15,307.049988
2020-06-16,312.959991
2020-06-17,311.660004
2020-06-18,311.779999
2020-06-19,308.640015
2020-06-22,310.619995
2020-06-23,312.049988
2020-06-24,304.089996
2020-06-25,307.350006
2020-06-26,300.049988
2020-06-29,304.459991
2020-06-30,308.359985
2020-07-01,310.519989
2020-07-02,312.230011
2020-07-06,317.049988
2020-07-07,313.779999
2020-07-08,316.179993
2020-07-09,314.380005
2020-07-10,317.589996
2020-07-13,314.839996
2020-07-14,318.920013
2020-07-15,321.850006
2020-07-16,320.790009
2020-07-17,321.720001
2020-07-20,324.320007
2020-07-21,325.010010
2020-07-22,326.859985
2020-07-23,322.959991
2020-07-24,320.880005
2020-07-27,323.220001
2020-07-28,321.170013
2020-07-29,325.119995
2020-07-30,323.959991
2020-07-31,326.519989
2020-08-03,328.790009
2020-08-04,330.059998
2020-08-05,332.109985
2020-08-06,334.329987
2020-08-07,334.570007
2020-08-10,335.570007
2020-08-11,332.799988
2020-08-12,337.440002
2020-08-13,336.829987
2020-08-14,336.839996
2020-08-17,337.910004
2020-08-18,338.640015
2020-08-19,337.230011
2020-08-20,338.279999
2020-08-21,339.480011
2020-08-24,342.920013
2020-08-25,344.119995
2020-08-26,347.570007
2020-08-27,348.329987
2020-08-28,350.579987
2020-08-31,349.309998
2020-09-01,352.600006
2020-09-02,357.700012
2020-09-03,345.390015
2020-09-04,342.570007
2020-09-08,333.209991
2020-09-09,339.790009
2020-09-10,333.890015
2020-09-11,334.059998
2020-09-14,338.459991
2020-09-15,340.170013
2020-09-16,338.820007
2020-09-17,335.839996
2020-09-18,330.649994
2020-09-21,326.970001
2020-09-22,330.299988
2020-09-23,322.640015
2020-09-24,323.500000
2020-09-25,328.730011
2020-09-28,334.190002
2020-09-29,332.369995
2020-09-30,334.890015
2020-10-01,337.040009
2020-10-02,333.839996
2020-10-05,339.760010
2020-10-06,334.929993
2020-10-07,340.760010
2020-10-08,343.779999
2020-10-09,346.850006
2020-10-12,352.429993
2020-10-13,350.130005
2020-10-14,347.929993
2020-10-15,347.500000
2020-10-16,347.290009
2020-10-19,342.010010
2020-10-20,343.380005
2020-10-21,342.730011
2020-10-22,344.609985
2020-10-23,345.779999
2020-10-26,339.390015
2020-10-27,338.220001
2020-10-28,326.660004
2020-10-29,329.980011
2020-10-30,326.540009
2020-11-02,330.200012
2020-11-03,336.029999
2020-11-04,343.540009
2020-11-05,350.239990
2020-11-06,350.160004
2020-11-09,354.559998
2020-11-10,354.040009
2020-11-11,356.670013
2020-11-12,353.209991
2020-11-13,358.100006
2020-11-16,362.570007
2020-11-17,360.619995
2020-11-18,356.279999
2020-11-19,357.779999
2020-11-20,355.329987
2020-11-23,357.459991
2020-11-24,363.220001
2020-11-25,362.660004
2020-11-27,363.670013
2020-11-30,362.059998
2020-12-01,366.019989
2020-12-02,366.790009
2020-12-03,366.690002
2020-12-04,369.850006
2020-12-07,369.089996
2020-12-08,370.170013
2020-12-09,366.850006
2020-12-10,366.730011
2020-12-11,366.299988
2020-12-14,364.660004
2020-12-15,369.589996
2020-12-16,370.170013
2020-12-17,372.239990
2020-12-18,369.179993
2020-12-21,367.859985
2020-12-22,367.239990
2020-12-23,367.570007
2020-12-24,369.000000
2020-12-28,372.170013
2020-12-29,371.459991
2020-12-30,371.989990
2020-12-31,373.880005
2021-01-04,368.790009
2021-01-05,371.329987
2021-01-06,373.549988
2021-01-07,379.100006
2021-01-08,381.260010
2021-01-11,378.690002
2021-01-12,378.769989
2021-01-13,379.790009
2021-01-14,378.459991
2021-01-15,375.700012
2021-01-19,378.649994
2021-01-20,383.890015
2021-01-21,384.239990
2021-01-22,382.880005
2021-01-25,384.390015
2021-01-26,383.790009
2021-01-27,374.410004
2021-01-28,377.630005
2021-01-29,370.070007
2021-02-01,376.230011
2021-02-02,381.549988
2021-02-03,381.850006
2021-02-04,386.190002
2021-02-05,387.709991
2021-02-08,390.510010
2021-02-09,390.250000
2021-02-10,390.079987
2021-02-11,390.709991
2021-02-12,392.640015
2021-02-16,392.299988
2021-02-17,392.390015
2021-02-18,390.720001
2021-02-19,390.029999
2021-02-22,387.029999
2021-02-23,387.500000
2021-02-24,391.769989
2021-02-25,382.329987
2021-02-26,380.359985
2021-03-01,389.579987
2021-03-02,386.540009
2021-03-03,381.420013
2021-03-04,376.700012
2021-03-05,383.630005
2021-03-08,381.720001
2021-03-09,387.170013
2021-03-10,389.579987
2021-03-11,393.529999
2021-03-12,394.059998
2021-03-15,396.410004
2021-03-16,395.910004
2021-03-17,397.260010
2021-03-18,391.480011
2021-03-19,389.480011
2021-03-22,392.589996
2021-03-23,389.500000
2021-03-24,387.519989
2021-03-25,389.700012
2021-03-26,395.980011
2021-03-29,395.779999
2021-03-30,394.730011
2021-03-31,396.329987
2021-04-01,400.609985
2021-04-05,406.359985
2021-04-06,406.119995
2021-04-07,406.589996
2021-04-08,408.519989
2021-04-09,411.489990
2021-04-12,411.640015
2021-04-13,412.859985
2021-04-14,411.450012
2021-04-15,415.869995
2021-04-16,417.260010
2021-04-19,415.209991
2021-04-20,412.170013
2021-04-21,416.070007
2021-04-22,412.269989
2021-04-23,416.739990
2021-04-26,417.609985
2021-04-27,417.519989
2021-04-28,417.399994
2021-04-29,420.059998
2021-04-30,417.299988
2021-05-03,418.200012
2021-05-04,415.619995
2021-05-05,415.750000
2021-05-06,419.070007
2021-05-07,422.119995
2021-05-10,417.940002
2021-05-11,414.209991
2021-05-12,405.410004
2021-05-13,410.279999
2021-05-14,416.579987
2021-05-17,415.519989
2021-05-18,411.940002
2021-05-19,410.859985
2021-05-20,415.279999
2021-05-21,414.940002
2021-05-24,419.170013
2021-05-25,418.239990
2021-05-26,419.070007
2021-05-27,419.290009
2021-05-28,420.040009
2021-06-01,419.670013
2021-06-02,420.329987
2021-06-03,418.769989
2021-06-04,422.600006
2021-06-07,422.190002
2021-06-08,422.279999
2021-06-09,421.649994
2021-06-10,423.609985
2021-06-11,424.309998
2021-06-14,425.260010
2021-06-15,424.480011
2021-06-16,422.109985
2021-06-17,421.970001
2021-06-18,414.920013
2021-06-21,420.859985
2021-06-22,423.109985
2021-06-23,422.600006
2021-06-24,425.100006
2021-06-25,426.609985
2021-06-28,427.470001
2021-06-29,427.700012
2021-06-30,428.059998
2021-07-01,430.429993
2021-07-02,433.720001
2021-07-06,432.929993
2021-07-07,434.459991
2021-07-08,430.920013
2021-07-09,435.519989
2021-07-12,437.079987
2021-07-13,435.589996
2021-07-14,436.239990
2021-07-15,434.750000
2021-07-16,431.339996
2021-07-19,424.970001
2021-07-20,431.059998
2021-07-21,434.549988
2021-07-22,435.459991
2021-07-23,439.940002
2021-07-26,441.019989
2021-07-27,439.010010
2021-07-28,438.829987
2021-07-29,440.649994
2021-07-30,438.510010
2021-08-02,437.589996
2021-08-03,441.149994
2021-08-04,438.980011
2021-08-05,441.760010
2021-08-06,442.489990
2021-08-09,442.130005
2021-08-10,442.679993
2021-08-11,443.779999
2021-08-12,445.109985
2021-08-13,445.920013
2021-08-16,446.970001
2021-08-17,444.040009
2021-08-18,439.179993
2021-08-19,439.859985
2021-08-20,443.359985
2021-08-23,447.260010
2021-08-24,447.970001
2021-08-25,448.910004
2021-08-26,446.260010
2021-08-27,450.250000
2021-08-30,452.230011
2021-08-31,451.559998
2021-09-01,451.799988
2021-09-02,453.190002
2021-09-03,453.079987
2021-09-07,451.459991
2021-09-08,450.910004
2021-09-09,448.980011
2021-09-10,445.440002
2021-09-13,446.579987
2021-09-14,444.170013
2021-09-15,447.880005
2021-09-16,447.170013
2021-09-17,441.399994
2021-09-20,434.040009
2021-09-21,433.630005
2021-09-22,437.859985
2021-09-23,443.179993
2021-09-24,443.910004
2021-09-27,442.640015
2021-09-28,433.720001
2021-09-29,434.450012
2021-09-30,429.140015
2021-10-01,434.239990
2021-10-04,428.640015
2021-10-05,433.100006
2021-10-06,434.899994
2021-10-07,438.660004
2021-10-08,437.859985
2021-10-11,434.690002
2021-10-12,433.619995
2021-10-13,435.179993
2021-10-14,442.500000
2021-10-15,445.869995
2021-10-18,447.190002
2021-10-19,450.640015
2021-10-20,452.410004
2021-10-21,453.589996
2021-10-22,453.119995
2021-10-25,455.549988
2021-10-26,455.959991
2021-10-27,453.940002
2021-10-28,458.320007
2021-10-29,459.250000
2021-11-01,460.040009
2021-11-02,461.899994
2021-11-03,464.720001
2021-11-04,466.910004
2021-11-05,468.529999
2021-11-08,468.929993
2021-11-09,467.380005
2021-11-10,463.619995
2021-11-11,463.769989
2021-11-12,467.269989
2021-11-15,467.429993
2021-11-16,469.279999
2021-11-17,468.140015
2021-11-18,469.730011
2021-11-19,468.890015
2021-11-22,467.570007
2021-11-23,468.190002
2021-11-24,469.440002
2021-11-26,458.970001
2021-11-29,464.600006
2021-11-30,455.559998
2021-12-01,450.500000
2021-12-02,457.399994
2021-12-03,453.420013
2021-12-06,458.790009
2021-12-07,468.279999
2021-12-08,469.519989
2021-12-09,466.350006
2021-12-10,470.739990
2021-12-13,466.570007
2021-12-14,463.359985
2021-12-15,470.600006
2021-12-16,466.450012
2021-12-17,459.869995
2021-12-20,454.980011
2021-12-21,463.059998
2021-12-22,467.690002
2021-12-23,470.600006
2021-12-27,477.260010
2021-12-28,476.869995
2021-12-29,477.480011
2021-12-30,476.160004
2021-12-31,474.959991
2022-01-03,477.709991
2022-01-04,477.549988
2022-01-05,468.380005
2022-01-06,467.940002
2022-01-07,466.089996
2022-01-10,465.510010
2022-01-11,469.750000
2022-01-12,471.019989
2022-01-13,464.529999
2022-01-14,464.720001
2022-01-18,456.489990
2022-01-19,451.750000
2022-01-20,446.750000
2022-01-21,437.980011
2022-01-24,439.839996
2022-01-25,434.470001
2022-01-26,433.380005
2022-01-27,431.239990
2022-01-28,441.950012
2022-01-31,449.910004
2022-02-01,452.950012
2022-02-02,457.350006
2022-02-03,446.600006
2022-02-04,448.700012
2022-02-07,447.260010
2022-02-08,450.940002
2022-02-09,457.540009
2022-02-10,449.320007
2022-02-11,440.459991
2022-02-14,439.019989
2022-02-15,446.100006
2022-02-16,446.600006
2022-02-17,437.059998
2022-02-18,434.230011
2022-02-22,429.570007
2022-02-23,421.950012
2022-02-24,428.299988
2022-02-25,437.750000
2022-02-28,436.630005
2022-03-01,429.980011
2022-03-02,437.890015
2022-03-03,435.709991
2022-03-04,432.170013
2022-03-07,419.429993
2022-03-08,416.250000
2022-03-09,427.410004
2022-03-10,425.480011
2022-03-11,420.070007
2022-03-14,417.000000
2022-03-15,426.170013
2022-03-16,435.619995
2022-03-17,441.070007
2022-03-18,444.519989
2022-03-21,444.390015
2022-03-22,449.589996
2022-03-23,443.799988
2022-03-24,450.489990
2022-03-25,452.690002
2022-03-28,455.910004
2022-03-29,461.549988
2022-03-30,458.700012
2022-03-31,451.640015
2022-04-01,452.920013
2022-04-04,456.799988
2022-04-05,451.029999
2022-04-06,446.519989
2022-04-07,448.769989
2022-04-08,447.570007
2022-04-11,439.920013
2022-04-12,438.290009
2022-04-13,443.309998
2022-04-14,437.790009
2022-04-18,437.970001
2022-04-19,445.040009
2022-04-20,444.709991
2022-04-21,438.059998
2022-04-22,426.040009
2022-04-25,428.510010
2022-04-26,416.100006
2022-04-27,417.269989
2022-04-28,427.809998
2022-04-29,412.000000
2022-05-02,414.480011
2022-05-03,416.380005
2022-05-04,429.059998
2022-05-05,413.809998
2022-05-06,411.339996
2022-05-09,398.170013
2022-05-10,399.089996
2022-05-11,392.750000
2022-05-12,392.339996
2022-05-13,401.720001
2022-05-16,400.089996
2022-05-17,408.320007
2022-05-18,391.859985
2022-05-19,389.459991
2022-05-20,389.630005
2022-05-23,396.920013
2022-05-24,393.890015
2022-05-25,397.369995
2022-05-26,405.309998
2022-05-27,415.260010
2022-05-31,412.929993
2022-06-01,409.589996
2022-06-02,417.390015
2022-06-03,410.540009
2022-06-06,411.790009
2022-06-07,415.739990
2022-06-08,411.220001
2022-06-09,401.440002
2022-06-10,389.799988
2022-06-13,375.000000
2022-06-14,373.869995
2022-06-15,379.200012
2022-06-16,366.649994
2022-06-17,365.859985
2022-06-21,375.070007
2022-06-22,374.390015
2022-06-23,378.059998
2022-06-24,390.079987
2022-06-27,388.589996
2022-06-28,380.649994
2022-06-29,380.339996
2022-06-30,377.250000
2022-07-01,381.239990
2022-07-05,381.959991
2022-07-06,383.250000
2022-07-07,388.989990
2022-07-08,388.670013
2022-07-11,384.230011
2022-07-12,380.829987
2022-07-13,378.829987
2022-07-14,377.910004
2022-07-15,385.130005
2022-07-18,381.950012
2022-07-19,392.269989
2022-07-20,394.769989
2022-07-21,398.790009
2022-07-22,395.089996
2022-07-25,395.570007
2022-07-26,390.890015
2022-07-27,401.040009
2022-07-28,406.070007
2022-07-29,411.989990
2022-08-01,410.769989
2022-08-02,408.059998
2022-08-03,414.450012
2022-08-04,414.170013
2022-08-05,413.470001
2022-08-08,412.989990
2022-08-09,411.350006
2022-08-10,419.989990
2022-08-11,419.989990
2022-08-12,427.100006
2022-08-15,428.859985
2022-08-16,429.700012
2022-08-17,426.649994
